"treeid","common_name","age_class","canopy_radius","condition_class","desirability","height_class","overhead_lines","planting_type","root_infringement","stems","gtw_priority","estimated_value","tree_notes","est_pruning_hours","crew","date_inventoried","last_updated","other_species","i_tree_code","genus_species","genus","species","latitude","location_type","location_value","longitude","dedicated","dedication_year","dbh_1","dbh_2","dbh_3","dbh_4","dbh_5","dbh_height","adv_ass_root","adv_ass_stem","vtsa","isa_consequences","isa_failure","isa_fail_impact","isa_impact","isa_risk_rating","plant_part_concern","primary_target","secondary_target","date_rec","rcx","soils_1","soils_2","date_rec_1","prune","pruning_category","pruning_goal_1","pruning_goal_2","pruning_goal_other","pruning_system","date_rec_2","removal","date_rec_3","cable","cable_info","cable_size","date_rec_4","brace_rod","brace_rod_info","date_rec_5","date_rec_6","guy","guy_info","date_rec_7","date_rec_8","pest_disease_type_1","pest_disease_type_2","pest_disease_type_3","pest_disease_type_4","pest_disease_type_5","pest_disease_type_6","defect_other","defect_type_1","defect_type_2","defect_type_3","defect_type_4","defect_type_5","defect_type_6","addr_1","street_num","street_name","city","post_code","state","crn_light_exposure","total_height","tree_site","file_extension","filename","image_type"
1546,"Honeylocust-Thornless Common","Mature",,"Fair",0.7,,"Within crown",1,"51-75%",1,"2",1483.65,"",0,"STD","3/14/18","3/14/18","","GL3","Gleditsia triacanthos","Gleditsia","triacanthos",40.5378952,"Street tree","Fair",-80.18923187,,1,12,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","Clearance","Clean:N/A ;Raise:Street;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches >2","","","","","","309 Chadwick St","309","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1547,"Crabapple","Mature",,"Good",0.63,,"Within crown",1,"51-75%",1,,1298.19,"",0,"STD","3/14/18","3/14/18","","MA2","Malus sp","Malus","sp",40.53780365,"Street tree","Fair",-80.18914795,,1,10,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","311 Chadwick St","311","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1548,"Crabapple","Mature",,"Good",0.63,,"Within crown",1,"51-75%",1,"2",1869.4,"",0,"STD","3/14/18","3/14/18","","MA2","Malus sp","Malus","sp",40.5377388,"Street tree","Fair",-80.18908691,,1,12,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Clearance","","Raise:Street;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Broken branch(s)","","","","","","311 Chadwick St","311","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1549,"Honeylocust-Thornless Common","Mature",,"Fair",0.7,,"Within crown",1,"51-75%",1,"2",1741.23,"",0,"STD","3/14/18","3/14/18","","GL3","Gleditsia triacanthos","Gleditsia","triacanthos",40.53766251,"Street tree","Fair",-80.18902588,,1,13,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","Clearance","Clean:N/A ;Raise:Street;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","Dead branches <=2","","","","","311 Chadwick St","311","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1550,"Crabapple","Mature",,"Good",0.63,,"Within crown",1,"51-75%",1,"2",1298.19,"",0,"STD","3/14/18","3/14/18","","MA2","Malus sp","Malus","sp",40.53759003,"Street tree","Fair",-80.18896484,,1,10,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce spread of crown","","Reduce:Pole/post","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","300 Chadwick St","300","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1551,"Honeylocust-Thornless Common","Mature",,"Fair",0.7,,"Within crown",1,"51-75%",1,"2",2019.41,"",0,"STD","3/14/18","3/14/18","","GL3","Gleditsia triacanthos","Gleditsia","triacanthos",40.53750992,"Street tree","Fair",-80.18890381,,1,14,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","Dead branches <=2","","","","","300 Chadwick St","300","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1552,"Crabapple","Mature",,"Good",0.63,,"Within crown",1,"51-75%",1,"2",1570.81,"",0,"STD","3/14/18","3/14/18","","MA2","Malus sp","Malus","sp",40.53744888,"Street tree","Fair",-80.1888504,,1,11,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Clearance","","Raise:Street;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","Broken branch(s)","","","","","319 Chadwick St","319","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1553,"Crabapple","Mature",,"Good",0.63,,"Within crown",1,"51-75%",1,"3",1869.4,"",0,"STD","3/14/18","3/14/18","","MA2","Malus sp","Malus","sp",40.53736115,"Street tree","Fair",-80.18878174,,1,12,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches <=2","","","","","","319 Chadwick St","319","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1554,"Honeylocust-Thornless Common","Mature",,"Fair",0.7,,"Within crown",1,"51-75%",1,"2",2318.2,"",0,"STD","3/14/18","3/14/18","","GL3","Gleditsia triacanthos","Gleditsia","triacanthos",40.53728867,"Street tree","Fair",-80.1887207,,1,15,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","Reduce spread of crown","Clean:N/A ;Reduce:Pole/post","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches >2","Topping/heading cuts","","","","","300 Chadwick St","300","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1555,"Crabapple","Mature",,"Good",0.63,,"Within crown",1,"51-75%",1,,830.84,"",0,"STD","3/14/18","3/14/18","","MA2","Malus sp","Malus","sp",40.53721237,"Street tree","Fair",-80.18865967,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","300 Chadwick St","300","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1556,"Crabapple","Mature",,"Good",0.63,,"Within crown",1,"51-75%",1,"2",830.84,"",0,"STD","3/14/18","3/14/18","","MA2","Malus sp","Malus","sp",40.53714371,"Street tree","Fair",-80.18859863,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Clearance","","Raise:Street;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","300 Chadwick St","300","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1557,"Honeylocust-Thornless Common","Mature",,"Good",0.7,,"Within crown",1,"51-75%",1,"2",2437.72,"",0,"STD","3/14/18","3/14/18","","GL3","Gleditsia triacanthos","Gleditsia","triacanthos",40.53707123,"Street tree","Fair",-80.1885376,,1,13,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","Reduce spread of crown","Clean:N/A ;Reduce:Pole/post","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches <=2","","","","","","300 Chadwick St","300","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1558,"Crabapple","Mature",,"Good",0.63,,"Within crown",1,"51-75%",1,"2",830.84,"",0,"STD","3/14/18","3/14/18","","MA2","Malus sp","Malus","sp",40.53699493,"Street tree","Fair",-80.18846893,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Clearance","","Raise:Street;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","300 Chadwick St","300","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1559,"Honeylocust-Thornless Common","Semi-mature",,"Good",0.7,,"Within crown",1,"51-75%",1,"2",923.16,"",0,"STD","3/14/18","3/14/18","","GL3","Gleditsia triacanthos","Gleditsia","triacanthos",40.53673554,"Street tree","Fair",-80.18817902,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Clearance","","Raise:Street;0","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","","","","","","280 Chadwick St","280","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1560,"Honeylocust-Thornless Common","Mature",,"Good",0.7,,"Within crown",1,"51-75%",1,"2",2827.18,"",0,"STD","3/14/18","3/14/18","","GL3","Gleditsia triacanthos","Gleditsia","triacanthos",40.53668249,"Street tree","Fair",-80.18810074,,1,14,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches <=2","","","","","","280 Chadwick St","280","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1561,"Crabapple","Semi-mature",,"Good",0.63,,"Within crown",1,"51-75%",1,,324.55,"",0,"STD","3/14/18","3/14/18","","MA2","Malus sp","Malus","sp",40.53659821,"Street tree","Fair",-80.18796539,,1,5,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","280 Chadwick St","280","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1562,"Honeylocust-Thornless Common","Semi-mature",,"Good",0.7,,"Within crown",1,"51-75%",1,"3",1442.44,"",0,"STD","3/14/18","3/14/18","","GL3","Gleditsia triacanthos","Gleditsia","triacanthos",40.53653717,"Street tree","Fair",-80.18788147,,1,10,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches <=2","","","","","","280 Chadwick St","280","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1563,"Crabapple","Mature",,"Good",0.63,,"Within crown",1,"51-75%",1,"3",830.84,"",0,"STD","3/14/18","3/14/18","","MA2","Malus sp","Malus","sp",40.53647995,"Street tree","Fair",-80.18778992,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Dead branches <=2","","","","","","280 Chadwick St","280","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1564,"Crabapple","Mature",,"Good",0.63,,"Within crown",1,"51-75%",1,,830.84,"",0,"STD","3/14/18","3/14/18","","MA2","Malus sp","Malus","sp",40.53641892,"Street tree","Fair",-80.18771362,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","280 Chadwick St","280","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1565,"Maple-Red","Semi-mature",,"Good",0.7,,"Within crown",1,"51-75%",1,,706.79,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.53602982,"Street tree","Fair",-80.18713379,,1,7,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","","","","","","102 Walnut St","102","Walnut St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1566,"Maple-Red","Mature",,"Fair",0.7,,"Within crown",1,"51-75%",1,"3",1741.23,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.53587723,"Street tree","Fair",-80.18691254,,1,13,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","","","","","","302 Chadwick St","302","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1567,"Maple-Red","Mature",,"Good",0.7,,"Within crown",1,"51-75%",1,,2077.11,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.53581238,"Street tree","Fair",-80.18682098,,1,12,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","","","","","","302 Chadwick St","302","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1568,"Maple-Red","Semi-mature",,"Fair",0.7,,"Within crown",1,"51-75%",1,,659.4,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.5357666,"Street tree","Fair",-80.18675232,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","","","","","","302 Chadwick St","302","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1569,"Maple-Red","Semi-mature",,"Good",0.7,,"Within crown",1,"51-75%",1,,923.16,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.53572083,"Street tree","Fair",-80.18668366,,1,8,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","","","","","","302 Chadwick St","302","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1570,"Maple-Red","Semi-mature",,"Fair",0.7,,"Within crown",1,"51-75%",1,,504.85,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.53567123,"Street tree","Fair",-80.18660736,,1,7,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","","","","","","302 Chadwick St","302","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1571,"Maple-Red","Semi-mature",,"Good",0.7,,"Within crown",1,"51-75%",1,,519.28,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.5356102,"Street tree","Fair",-80.18651581,,1,6,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","","","","","","302 Chadwick St","302","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1572,"Honeylocust-Thornless Common","Mature",,"Fair",0.7,,"Within crown",1,"51-75%",1,"2",2318.2,"",0,"STD","3/14/18","3/14/18","","GL3","Gleditsia triacanthos","Gleditsia","triacanthos",40.53547287,"Street tree","Fair",-80.18631744,,1,15,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","Dead branches <=2","","","","","110 Bradley Ln","110","Bradley Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1573,"Honeylocust-Thornless Common","Mature",,"Fair",0.7,,"Within crown",1,"51-75%",1,"2",2318.2,"",0,"STD","3/14/18","3/14/18","","GL3","Gleditsia triacanthos","Gleditsia","triacanthos",40.5353775,"Street tree","Fair",-80.18618012,,1,15,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Sidewalk lifting-minor","Dead branches <=2","","","","","465 Chadwick St","465","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1574,"Honeylocust-Thornless Common","Mature",,"Fair",0.7,,"Within crown",1,"51-75%",1,,2019.41,"",0,"STD","3/14/18","3/14/18","","GL3","Gleditsia triacanthos","Gleditsia","triacanthos",40.53529358,"Street tree","Fair",-80.18605804,,1,14,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","","","","","","465 Chadwick St","465","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1575,"Honeylocust-Thornless Common","Mature",,"Fair",0.7,,"Within crown",1,"51-75%",1,"2",2637.6,"",0,"STD","3/14/18","3/14/18","","GL3","Gleditsia triacanthos","Gleditsia","triacanthos",40.53522873,"Street tree","Fair",-80.18596649,,1,16,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",1,"Maintenance","Reduce risk of branch stem and/or root failure","","Clean:N/A","Natural","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","Topping/heading cuts","Dead branches <=2","","","","","475 Chadwick St","475","Chadwick St","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1576,"Maple-Red","Mature",,"Good",0.7,,"No",1,"51-75%",1,,2827.18,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.53469467,"Street tree","Fair",-80.18411255,,1,14,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","608 Maple Ln","608","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1577,"Maple-Red","Mature",,"Good",0.7,,"No",1,"51-75%",1,,3245.48,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.53464127,"Street tree","Fair",-80.18397522,,1,15,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","608 Maple Ln","608","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1578,"Maple-Red","Mature",,"Good",0.7,,"No",1,"51-75%",1,,3692.64,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.53459549,"Street tree","Fair",-80.18384552,,1,16,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","610 Maple Ln","610","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1579,"Maple-Red","Mature",,"Good",0.7,,"No",1,"51-75%",1,,3245.48,"",0,"STD","3/14/18","3/14/18","","ACRU","Acer rubrum","Acer","rubrum",40.53453445,"Street tree","Fair",-80.18373108,,1,15,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","Cankers",,,,,,"","","","","","","","612 Maple Ln","612","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
1580,"Maple-Sugar","Semi-mature",,"Good",0.75,,"No",1,"51-75%",1,,757.28,"",0,"STD","3/14/18","3/14/18","","ACSA2","Acer saccharum","Acer","saccharum",40.53446579,"Street tree","Fair",-80.18358612,,1,7,0,0,0,0,4.5,"No","No","No",,,"",,"",,,,"1900-01-01 00:00:00",,"","","1900-01-01 00:00:00",,"","","","","","1900-01-01 00:00:00","No","1900-01-01 00:00:00",0,,,"1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00",,"","1900-01-01 00:00:00","1900-01-01 00:00:00","",,,,,,"","","","","","","","620 Maple Ln","620","Maple Ln","Sewickley",15143,"PA",5,-1,,"","","Undefined"
